DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,L_MEASURE:Measure,L_POSITION:Balance sheet position,L_INSTR:Type of instruments,L_DENOM:Currency denomination,L_CURR_TYPE:Currency type of reporting country,L_PARENT_CTY:Parent country,L_REP_BANK_TYPE:Type of reporting institutions,L_REP_CTY:Reporting country,L_CP_SECTOR:Counterparty sector,L_CP_COUNTRY:Counterparty country,L_POS_TYPE:Position type,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,12/31/2017,F:Free,,A:Normal value,95144.083
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,3/31/2018,F:Free,,A:Normal value,46724.461
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,6/30/2018,F:Free,,A:Normal value,43310.902
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,9/30/2018,F:Free,,A:Normal value,26111.27
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,12/31/2018,F:Free,,A:Normal value,9398.228
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,3/31/2019,F:Free,,A:Normal value,163465.209
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,6/30/2019,F:Free,,A:Normal value,49325.86
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,9/30/2019,F:Free,,A:Normal value,15234.426
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,12/31/2019,F:Free,,A:Normal value,47379.955
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,3/31/2020,F:Free,,A:Normal value,254267.938
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,6/30/2020,F:Free,,A:Normal value,591631.364
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,9/30/2020,F:Free,,A:Normal value,144614.384
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,12/31/2020,F:Free,,A:Normal value,148964.787
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,3/31/2021,F:Free,,A:Normal value,136675.93
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,6/30/2021,F:Free,,A:Normal value,294211.688
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,9/30/2021,F:Free,,A:Normal value,126269.253
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,12/31/2021,F:Free,,A:Normal value,100480.273
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,3/31/2022,F:Free,,A:Normal value,47569.203
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,6/30/2022,F:Free,,A:Normal value,-123431.27
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,9/30/2022,F:Free,,A:Normal value,255745.828
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,12/31/2022,F:Free,,A:Normal value,-35293.972
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,3/31/2023,F:Free,,A:Normal value,-17182.564
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,6/30/2023,F:Free,,A:Normal value,-54792.775
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,9/30/2023,F:Free,,A:Normal value,95702.708
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.D.FR.A.5A.A.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),FR:France,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),R:Local,US dollar,Millions,12/31/2023,F:Free,,A:Normal value,121171.968
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,9/30/2001,F:Free,,A:Normal value,131.071
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,12/31/2001,F:Free,,A:Normal value,-10.784
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,3/31/2002,F:Free,,A:Normal value,-26.111
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,6/30/2002,F:Free,,A:Normal value,38.231
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,9/30/2002,F:Free,,A:Normal value,-24.223
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,12/31/2002,F:Free,,A:Normal value,33.1
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,3/31/2003,F:Free,,A:Normal value,-12.526
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,6/30/2003,F:Free,,A:Normal value,-49.848
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,9/30/2003,F:Free,,A:Normal value,22.195
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,12/31/2003,F:Free,,A:Normal value,-183.893
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,6/30/2004,F:Free,,A:Normal value,77
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,9/30/2004,F:Free,,A:Normal value,-1
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,12/31/2004,F:Free,,A:Normal value,-7
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,3/31/2005,F:Free,,A:Normal value,-69
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,6/30/2005,F:Free,,A:Normal value,1
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,9/30/2005,F:Free,,A:Normal value,0
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,12/31/2005,F:Free,,A:Normal value,-1
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,3/31/2006,F:Free,,A:Normal value,30
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,6/30/2006,F:Free,,A:Normal value,-30
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,9/30/2007,F:Free,,A:Normal value,109.05
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,12/31/2007,F:Free,,A:Normal value,-15.654
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,3/31/2008,F:Free,,A:Normal value,-95.657
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,12/31/2008,F:Free,,A:Normal value,3289
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,3/31/2009,F:Free,,A:Normal value,-3289
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,6/30/2010,F:Free,,A:Normal value,1026.082
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,9/30/2010,F:Free,,A:Normal value,-1223.723
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,12/31/2010,F:Free,,A:Normal value,1123.683
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,3/31/2011,F:Free,,A:Normal value,-1297.156
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,12/31/2011,F:Free,,A:Normal value,-25.424
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,3/31/2012,F:Free,,A:Normal value,25.11
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,9/30/2012,F:Free,,A:Normal value,1.256
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,12/31/2012,F:Free,,A:Normal value,35.625
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,3/31/2013,F:Free,,A:Normal value,1333.823
"BIS,WS_LBS_D_PUB,1.0",Q.F.C.A.TO1.F.NL.A.5A.I.5J.R,Q:Quarterly,F:FX and break adjusted change (BIS calculated),C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),NL:Netherlands,"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),R:Local,US dollar,Millions,6/30/2013,F:Free,,A:Normal value,120.165
